review_id,review_text,category,stemmed
0ce78b57274ab55b29860f62f16ebfbb,"['roomnya', 'bersih', 'banget', 'lokasi', 'strategis', 'pusat', 'kota', 'nyaman', 'pesan', 'double', 'bed', 'dapatnya', 'twin', 'bad', 'gempa', 'lombok', 'bikin', 'takut', 'menginap', 'hotel', 'bertingkat']",1,"['roomnya', 'bersih', 'banget', 'lokasi', 'strategis', 'pusat', 'kota', 'nyaman', 'pesan', 'double', 'bed', 'dapat', 'twin', 'bad', 'gempa', 'lombok', 'bikin', 'takut', 'inap', 'hotel', 'tingkat']"
4bc27499e7c8b38b07c799d87fceb7ac,"['sinyal', 'internet', 'didalam', 'area', 'penginapan', 'wifi', 'memadai']",0,"['sinyal', 'internet', 'dalam', 'area', 'inap', 'wifi', 'pada']"
ee25ccb26538dabf5c206b5236cb0435,"['ribut', 'nyaman']",0,"['ribut', 'nyaman']"
5c2fa1744cbf39b8dbce7563cbd0e31a,"['ac', 'nya', 'dingin', 'gk', 'seru', 'banget']",0,"['ac', 'nya', 'dingin', 'gk', 'seru', 'banget']"
3a9c7e4029894b032cb316c7a7bbd882,"['pelayanan', 'bagus', 'tilam', 'standar', 'double', 'room', 'check', 'air', 'dimatikan']",0,"['layan', 'bagus', 'tilam', 'standar', 'double', 'room', 'check', 'air', 'mati']"
c79e05970abd5408cb156b7972fd5954,"['buruk', 'sesuai', 'kamar', 'yg', 'pesan', 'kamar', 'ac', 'berisik', 'sarapan', 'aja']",0,"['buruk', 'sesuai', 'kamar', 'yg', 'pesan', 'kamar', 'ac', 'berisik', 'sarap', 'aja']"
48f0255621502e3f91be694496e03355,"['toilet', 'bersih', 'bathmed', 'kitchen', 'wastafel', 'bersih']",0,"['toilet', 'bersih', 'bathmed', 'kitchen', 'wastafel', 'bersih']"
b36ad2671426885d955f3cb4468b2d40,"['wifi', 'payah', 'petugas', 'responsif', 'wastafel', 'buntu', 'direspon', 'tolong', 'diperhatikan']",0,"['wifi', 'payah', 'tugas', 'responsif', 'wastafel', 'buntu', 'direspon', 'tolong', 'perhati']"
98fe40b58cfa1bba42c485df6120e48f,"['nginap', 'situ', 'aqua', 'nya', 'kosong']",0,"['nginap', 'situ', 'aqua', 'nya', 'kosong']"
0abcdf05e0753ff596f41ced4ced534a,"['kasure', 'njeblosssss']",0,"['kasure', 'njeblosssss']"
0eb653b958e8e985ac3be3e64d87beb5,"['kamar', 'terkesan', 'bersih', 'kamar', 'mandi', 'kotor', 'overall', 'kecewa']",0,"['kamar', 'kes', 'bersih', 'kamar', 'mandi', 'kotor', 'overall', 'kecewa']"
f32075105d30cd62009afd7a1998d764,"['gampang', 'cari', 'makanan', 'kamarnya', 'lembab', 'lantai', 'dibawah', 'ranjang', 'bersihkan']",0,"['gampang', 'cari', 'makan', 'kamar', 'lembab', 'lantai', 'bawah', 'ranjang', 'sih']"
bc835664eafe1b4ec070a9ad3c477fc8,"['wifi', 'eror', 'kasur', 'kependekan']",0,"['wifi', 'eror', 'kasur', 'pendek']"
6fe1f44af526b3ba04745cd761bc07dd,"['interior', 'kamar', 'bagus', 'fasilitas', 'kamar', 'lengkap', 'kulkas', 'termos', 'pemanas', 'brankas', 'murah', 'harga', 'kamar', 'mandi', 'kotor', 'masuk', 'kamar', 'sambut', 'kecoa', 'loby', 'bagus']",0,"['interior', 'kamar', 'bagus', 'fasilitas', 'kamar', 'lengkap', 'kulkas', 'termos', 'panas', 'brankas', 'murah', 'harga', 'kamar', 'mandi', 'kotor', 'masuk', 'kamar', 'sambut', 'kecoa', 'loby', 'bagus']"
41065c060d1e1540c5e6f1dd1155227f,"['ga', 'colokan', 'charge', 'yg', 'bawa', 'anjing', 'air', 'ga', 'jalan', 'bad']",0,"['ga', 'colok', 'charge', 'yg', 'bawa', 'anjing', 'air', 'ga', 'jalan', 'bad']"
f95c715acd1912c10dbe0f27f3bbd81c,"['kamar', 'lembab', 'lokasi', 'oke']",1,"['kamar', 'lembab', 'lokasi', 'oke']"
30c1e157360440ddb26e2baf28300864,"['kamarnya', 'sempit', 'pesan', 'yg', 'twin', 'dikasih', 'yg', 'single', 'konfirmasi', 'sempit', 'banget', 'utk', 'berdua', 'dgn', 'istri', 'kamar', 'nyamuknya', 'perlengkapan', 'mandi', 'pouch', 'kontrol', 'ac', 'terpusat', 'via', 'resepsionis', 'dingin', 'banget', 'leluasa', 'kontrol', 'suhunya', 'standar', 'airy', 'yg', 'breakfast', 'nya', 'roti', 'selai', 'minum', 'doang']",0,"['kamar', 'sempit', 'pesan', 'yg', 'twin', 'kasih', 'yg', 'single', 'konfirmasi', 'sempit', 'banget', 'utk', 'dua', 'dgn', 'istri', 'kamar', 'nyamuk', 'lengkap', 'mandi', 'pouch', 'kontrol', 'ac', 'pusat', 'via', 'resepsionis', 'dingin', 'banget', 'leluasa', 'kontrol', 'suhu', 'standar', 'airy', 'yg', 'breakfast', 'nya', 'roti', 'selai', 'minum', 'doang']"
ef437bd9ee3d67713d02762a08f1f266,"['kamar', 'lantai', 'kondisi', 'kamar', 'standart', 'plus', 'signal', 'hp', 'drop', 'wifi', 'kondisi', 'kamar', 'jadul', 'kumuh', 'complain', 'receptionist', 'pindahkan', 'kamar', 'lantai', 'receptionist', 'cepat', 'menanggapi', 'complain', 'lantai', 'kamar', 'tempati', 'lumayan', 'jadul']",0,"['kamar', 'lantai', 'kondisi', 'kamar', 'standart', 'plus', 'signal', 'hp', 'drop', 'wifi', 'kondisi', 'kamar', 'jadul', 'kumuh', 'complain', 'receptionist', 'pindah', 'kamar', 'lantai', 'receptionist', 'cepat', 'tanggap', 'complain', 'lantai', 'kamar', 'tempat', 'lumayan', 'jadul']"
fc7ebe28125cc63e98c06524b8b46ad7,"['pintu', 'kamar', 'mandi', 'macet', 'selimut']",0,"['pintu', 'kamar', 'mandi', 'macet', 'selimut']"
3cd664375a76f27974f0a8675face54c,"['amit', 'amit', 'gk', 'charger', 'charger', 'lemari', 'atw', 'cabut', 'intinya', 'kecewa', 'udah', 'komplain', 'gak', 'respon', 'dn', 'bilang', 'emang', 'gitu']",0,"['amit', 'amit', 'gk', 'charger', 'charger', 'lemari', 'atw', 'cabut', 'inti', 'kecewa', 'udah', 'komplain', 'gak', 'respon', 'dn', 'bilang', 'emang', 'gitu']"
18d92495ba9f95fa27a739eeeb01d031,"['gak', 'selimutnya', 'untung', 'aja', 'gw', 'tidurnya', 'mmng', 'gak', 'suka', 'make', 'selimut', 'breakfastnya', 'lumayan', 'pelayanannya']",0,"['gak', 'selimut', 'untung', 'aja', 'gw', 'tidur', 'mmng', 'gak', 'suka', 'make', 'selimut', 'breakfastnya', 'lumayan', 'layan']"
bd63a421291d1362fb8a2469c876c4ab,"['wifi', 'handuk']",0,"['wifi', 'handuk']"
bb1228cd7d2a5bc69d3984e57af3af8f,"['kali', 'menginap', 'returning', 'guests', 'kali', 'dikecewakan', 'scr', 'pintu', 'kmr', 'dipaksa', 'buka', 'dgn', 'alasan', 'tdk', 'kl', 'kmr', 'bersangkutan', 'sdh', 'terisi', 'occupied', 'yg', 'front', 'office', 'kunci', 'kmr', 'yg', 'km', 'sewa', 'tdk', 'swkt', 'check', 'mesti', 'lbh', 'customer', 'service', 'periksa', 'kmr', 'dgn', 'alasan', 'srg', 'bercak', 'darah', 'selimut', 'dll']",0,"['kali', 'inap', 'returning', 'guests', 'kali', 'kecewa', 'scr', 'pintu', 'kmr', 'paksa', 'buka', 'dgn', 'alas', 'tdk', 'kl', 'kmr', 'sangkut', 'sdh', 'isi', 'occupied', 'yg', 'front', 'office', 'kunci', 'kmr', 'yg', 'km', 'sewa', 'tdk', 'swkt', 'check', 'mesti', 'lbh', 'customer', 'service', 'periksa', 'kmr', 'dgn', 'alas', 'srg', 'bercak', 'darah', 'selimut', 'dll']"
7c11c31dd1ff0b0461d922c0352778e1,"['wifinya', 'ga', 'berfungsi']",0,"['wifinya', 'ga', 'fungsi']"
d60e1484cb620881f063edb63dceff4b,"['sekeluarga', 'diperhatikan', 'sanpai', 'cek']",1,"['keluarga', 'perhati', 'sanpai', 'cek']"
cd533d98b21fb7124feddf2b478cca7b,"['lingkungan', 'padat', 'penduduk', 'kotor', 'kamar', 'kamar', 'mandi', 'terkesan', 'terawat']",0,"['lingkung', 'padat', 'duduk', 'kotor', 'kamar', 'kamar', 'mandi', 'kes', 'awat']"
5937b4ebd329534eb8189192d60b3580,"['papan', 'nama', 'lokasi', 'pinggir', 'jln', 'penjual', 'makan', 'pelayanan', 'kebersihan', 'wifi', 'ok', 'sesuai', 'std', 'airy', 'ac', 'dingin']",1,"['papan', 'nama', 'lokasi', 'pinggir', 'jln', 'jual', 'makan', 'layan', 'bersih', 'wifi', 'ok', 'sesuai', 'std', 'airy', 'ac', 'dingin']"
857e5179409a863711699534ffa58683,"['system', 'booking', 'online', 'diperbaiki', 'booking', 'seminggu', 'kamar', 'kost', 'diberitahu', 'pas', 'chek', 'diover', 'kamar', 'airy', 'daerah', 'pas', 'ga', 'kamar', 'kamar', 'generally', 'clean', 'nyaman', 'ditingkatkan', 'pelayanannya']",0,"['system', 'booking', 'online', 'baik', 'booking', 'minggu', 'kamar', 'kost', 'diberitahu', 'pas', 'chek', 'over', 'kamar', 'airy', 'daerah', 'pas', 'ga', 'kamar', 'kamar', 'generally', 'clean', 'nyaman', 'tingkat', 'layan']"
f97592c91d379297d95be10938ddbfd5,"['kelengkapan', 'mandinya', 'hotel', 'menyediakan', 'sabun', 'sampo', 'masuk', 'kamar', 'baunya', 'gak', 'sedap', 'selebihnya', 'udah', 'oke']",0,"['lengkap', 'mandi', 'hotel', 'sedia', 'sabun', 'sampo', 'masuk', 'kamar', 'bau', 'gak', 'sedap', 'lebih', 'udah', 'oke']"
77639da9c2ae5ed4064c7aa5e426947b,"['fasilitas', 'oke', 'pelayanan', 'engga', 'bgt', 'ga', 'resepsionisnya', 'keamanan', 'bgt', 'check', 'pintu', 'dibiarkan', 'terbuka', 'penjagaan', 'gada', 'yg', 'nyautin', 'telfon', 'suruh', 'nyampering', 'lantai', 'kaya', 'penginapan', 'ga', 'profesional', 'bgt']",0,"['fasilitas', 'oke', 'layan', 'engga', 'bgt', 'ga', 'resepsionis', 'aman', 'bgt', 'check', 'pintu', 'biar', 'buka', 'jaga', 'gada', 'yg', 'nyautin', 'telfon', 'suruh', 'nyampering', 'lantai', 'kaya', 'inap', 'ga', 'profesional', 'bgt']"
99fa217ef5f83e37a692afc364248a94,"['lokasi', 'strategis', 'air', 'mineral', 'handuk']",0,"['lokasi', 'strategis', 'air', 'mineral', 'handuk']"
3e7d7667aa63ec5b954329c937962a63,"['free', 'snack', 'sabun', 'shampoo', 'airy', 'gak', 'ac', 'nya', 'bocor', 'air', 'nya', 'dlm', 'ruangan', 'semoga', 'perbaiki', 'kinerjanya', 'dimana', 'hak', 'konsumen']",0,"['free', 'snack', 'sabun', 'shampoo', 'airy', 'gak', 'ac', 'nya', 'bocor', 'air', 'nya', 'dlm', 'ruang', 'moga', 'baik', 'kerja', 'mana', 'hak', 'konsumen']"
f976f520839be113ae07a8a979a61dff,"['kost', 'bkn', 'hotel', 'gak', 'sesuai', 'ekspektasi']",0,"['kost', 'bkn', 'hotel', 'gak', 'sesuai', 'ekspektasi']"
b14818bf036546d15ae172d57a250a80,"['pegawai', 'ramah', 'kamarnya', 'kotor', 'semoga', 'kedepanya']",0,"['pegawai', 'ramah', 'kamar', 'kotor', 'moga', 'depa']"
e6b67d39bb5be70edd477d10564acd6e,"['tolong', 'kebersihan', 'tingkakan', 'kamar', 'berdebu', 'pojok', 'laundry', 'handuk', 'kotor', 'selimut', 'tipis', 'nyamuk', 'musim', 'hujan', 'samping', 'rawa', 'pelayanan', 'fasilitas', 'sedia', 'harga', 'murah', 'air', 'panas', 'snack', 'kebersihan', 'tingkatkan']",0,"['tolong', 'bersih', 'tingkakan', 'kamar', 'debu', 'pojok', 'laundry', 'handuk', 'kotor', 'selimut', 'tipis', 'nyamuk', 'musim', 'hujan', 'samping', 'rawa', 'layan', 'fasilitas', 'sedia', 'harga', 'murah', 'air', 'panas', 'snack', 'bersih', 'tingkat']"
d4b5d37f852197a37de8378035077d76,"['ga', 'dapet', 'snacknya']",0,"['ga', 'dapet', 'snacknya']"
87858ae67f597274744c822471eed540,"['aduuuh', 'deh', 'nginap']",0,"['aduuuh', 'deh', 'nginap']"
4d5ce9c9ca18abf8f1eaa2f8631caa1f,"['air', 'panasnya', 'ga', 'sempit', 'lampunya', 'mati', 'breakfast', 'ga', 'overall', 'puas']",0,"['air', 'panas', 'ga', 'sempit', 'lampu', 'mati', 'breakfast', 'ga', 'overall', 'puas']"
540a367b5bc8e4108602519a136d2264,"['berkesan', 'penginapannya', 'foto', 'kunci', 'kamar', 'mandi', 'berfungsi', 'mestinya', 'sengaja', 'kamar', 'mandi', 'ditutup', 'dikunci', 'bagusnya', 'wifi', 'lancar', 'banget']",0,"['kesan', 'inap', 'foto', 'kunci', 'kamar', 'mandi', 'fungsi', 'mesti', 'sengaja', 'kamar', 'mandi', 'tutup', 'kunci', 'bagus', 'wifi', 'lancar', 'banget']"
2949da8bb2d90f448303080044fdd801,"['kutunya', 'acnya', 'mati', 'aernya', 'jelek', 'wcnya', 'bau']",0,"['kutu', 'acnya', 'mati', 'aernya', 'jelek', 'wcnya', 'bau']"
862b56581f6a4f6f30fd76e098d6d2f1,"['kamarnya', 'kedap', 'suara', 'suara', 'mudah', 'terdengar']",1,"['kamar', 'kedap', 'suara', 'suara', 'mudah', 'dengar']"
0ff87982b44bd1d7eecdfb81aa4c796b,"['kamar', 'bersih', 'harga', 'terjangkau']",1,"['kamar', 'bersih', 'harga', 'jangkau']"
dfba76407d50f9e0824693ed6801b338,"['kamar', 'nya', 'serem', 'bgt']",0,"['kamar', 'nya', 'rem', 'bgt']"
9006eaa2a75a3ce07541406ee3c4d064,"['ditambah', 'pewangi', 'ruangan']",0,"['tambah', 'wangi', 'ruang']"
73663209541fb89e15fd14a5421e0580,"['orangnya', 'friendly', 'senyum', 'risih', 'sih', 'ak', 'dri', 'chek', 'udah', 'batin', 'banget', 'sm', 'pelayanannya']",0,"['orang', 'friendly', 'senyum', 'risih', 'sih', 'ak', 'dri', 'chek', 'udah', 'batin', 'banget', 'sm', 'layan']"
689923a75ea55fa28a0c17a3f5e87b7f,"['sunyi', 'kmr', 'bau', 'pengap']",0,"['sunyi', 'kmr', 'bau', 'pengap']"
77f0d242fe4841fc435a381f13d5d2fd,"['parkir', 'ribet', 'tamu', 'berkunjung', 'peraturan', 'seribet']",0,"['parkir', 'ribet', 'tamu', 'kunjung', 'atur', 'seribet']"
cae16023a9516dc308cd65785b52599b,"['suka', 'tinggal', 'twin', 'star', 'hotel', 'solo', 'rumah', 'pelayanan', 'staf', 'ramah']",1,"['suka', 'tinggal', 'twin', 'star', 'hotel', 'solo', 'rumah', 'layan', 'staf', 'ramah']"
1594ffb303f2d03807e92f8ce6442806,"['nyata', 'tdk', 'sesuai', 'dng', 'gambar', 'yg', 'publish', 'airy', 'kerjasama', 'dng', 'penginapan', 'kelas', 'spt', 'ya']",0,"['nyata', 'tdk', 'sesuai', 'dng', 'gambar', 'yg', 'publish', 'airy', 'kerjasama', 'dng', 'inap', 'kelas', 'spt', 'ya']"
9051c1b44693e5031316c88ca2bf6b9e,"['sprei', 'tdk', 'byk', 'rambut', 'bau']",0,"['sprei', 'tdk', 'byk', 'rambut', 'bau']"
91e9717f50afa926fca2a8de1e3c3072,"['mahal', 'aja', 'hotel', 'nya', 'skarang', 'udah', 'mahal', 'pelayanan', 'tingkat', 'masak', 'check', 'kamar', 'pernak', 'pernik', 'airy', 'nya', 'harga', 'pelayanan', 'nya', 'oke']",0,"['mahal', 'aja', 'hotel', 'nya', 'skarang', 'udah', 'mahal', 'layan', 'tingkat', 'masak', 'check', 'kamar', 'pernak', 'pernik', 'airy', 'nya', 'harga', 'layan', 'nya', 'oke']"
79f1392e12171bf3cb95b6e0395f6220,"['lokasi', 'hotel', 'pusat', 'keramaian', 'pasar', 'tradisional', 'panganan', 'khas', 'terbantu', 'menu', 'sarapan', 'hotel', 'bervariasi', 'memuaskan', 'recommended', 'hotel', 'liburan', 'samar']",1,"['lokasi', 'hotel', 'pusat', 'ramai', 'pasar', 'tradisional', 'pangan', 'khas', 'bantu', 'menu', 'sarap', 'hotel', 'variasi', 'muas', 'recommended', 'hotel', 'libur', 'samar']"
efe6c75fea4707770f7ada199c9dd786,['kamarnya'],0,['kamar']
5b03429373b8f7106c59395d49fe307f,[],0,[]
29f635effde166470a45f292aab0c0b1,"['kamar', 'kotor', 'senyap', 'kecoak']",0,"['kamar', 'kotor', 'senyap', 'kecoak']"
c8c2a57f2c9e561419ffafdc81f49e11,"['syedih', 'listrik', 'turun', 'klo', 'water', 'heather']",0,"['syedih', 'listrik', 'turun', 'klo', 'water', 'heather']"
d7773877e1cbb14ca6590ee5c10c0981,"['pelayanan', 'fasilitas', 'kamar']",0,"['layan', 'fasilitas', 'kamar']"
286ede5af1509e30adc0084d9281783e,"['nyaman', 'staff', 'ramah']",0,"['nyaman', 'staff', 'ramah']"
8b8a416ad10d934589a6824128fcb2f2,"['great', 'services', 'strategic', 'locations', 'near', 'culinary', 'spots']",1,"['great', 'services', 'strategic', 'locations', 'near', 'culinary', 'spots']"
500c6188b41d1884e8124f66ad478248,"['murah', 'bersih', 'furnitur', 'ranjang', 'empuk', 'air', 'hangat', 'kamar', 'mandi', 'bersih', 'parkir', 'luas', 'pintu', 'gerbangnya', 'tutup']",1,"['murah', 'bersih', 'furnitur', 'ranjang', 'empuk', 'air', 'hangat', 'kamar', 'mandi', 'bersih', 'parkir', 'luas', 'pintu', 'gerbang', 'tutup']"
814e84c21bc7325047342c975aea9edf,"['fasilitas', 'kebersuhan', 'kabar', 'kerapian', 'buruk']",0,"['fasilitas', 'suh', 'kabar', 'rapi', 'buruk']"
93ebc563a39a5175cfc9b73f9b67c443,"['gak', 'dapet', 'air', 'minum', 'krn', 'airminunnya', 'galon', 'g', 'tisu', 'toilet', 'tisu', 'kamar', 'dr', 'airi', 'g', 'tisu', 'bersih', 'g', 'ad', 'layanan', 'kebersihan', 'klo', 'nginep', 'malam', 'slm', 'malam', 'kamar', 'bersihkam']",0,"['gak', 'dapet', 'air', 'minum', 'krn', 'airminunnya', 'galon', 'g', 'tisu', 'toilet', 'tisu', 'kamar', 'dr', 'air', 'g', 'tisu', 'bersih', 'g', 'ad', 'layan', 'bersih', 'klo', 'nginep', 'malam', 'slm', 'malam', 'kamar', 'bersihkam']"
d3ed667b59581f02440f9f5136c85df9,"['kamar', 'dilantai', 'tangga', 'wifi', 'dikamar', 'beli', 'paket', 'speedy']",0,"['kamar', 'lantai', 'tangga', 'wifi', 'kamar', 'beli', 'paket', 'speedy']"
df80e9d82da241c9d7c18032fff95550,"['airy', 'ditemukan', 'kecewa']",0,"['airy', 'temu', 'kecewa']"
cac26f491ed18feb2916c870cc9afafd,"['air', 'panas', 'gak', 'krant', 'wc', 'mati']",0,"['air', 'panas', 'gak', 'krant', 'wc', 'mati']"
2bc3f3009d94484033516ef13a969a0d,"['tembok', 'kotor', 'berjamur', 'selimut', 'gak', 'orang', 'toilet', 'diflush', 'bau', 'kamar', 'lembab', 'ac', 'berisik', 'lemari', 'berdebu', 'berjamur', 'bagus', 'tv', 'lokasinya', 'tenang']",0,"['tembok', 'kotor', 'jamur', 'selimut', 'gak', 'orang', 'toilet', 'diflush', 'bau', 'kamar', 'lembab', 'ac', 'berisik', 'lemari', 'debu', 'jamur', 'bagus', 'tv', 'lokasi', 'tenang']"
4660f381f0d6d6882860730b522a63b1,"['air', 'mandi', 'nya', 'bagus', 'asin', 'pintu', 'kamar', 'mandi', 'nya', 'rusak', 'ac', 'nya', 'dingin']",0,"['air', 'mandi', 'nya', 'bagus', 'asin', 'pintu', 'kamar', 'mandi', 'nya', 'rusak', 'ac', 'nya', 'dingin']"
31094f152ba3bdb67b63e82509499dce,['update'],0,['update']
4ca5335b12b3c02fd171cf6995608d96,"['bersih', 'air', 'bising', 'suara']",0,"['bersih', 'air', 'bising', 'suara']"
de64cab007db531f2dac6bd8573dc2f9,"['minus', 'telpon', 'kamar', 'lemari', 'kamar', 'pemanas', 'air', 'kamar', 'sandal', 'kamar', 'suara', 'kamar', 'masuk', 'kedalam', 'kamar', 'parkir', 'sempit', 'juru', 'parkir', 'plus', 'kamar', 'bersih', 'kamar', 'mandi', 'oke', 'pelayanan', 'oke']",0,"['minus', 'telpon', 'kamar', 'lemari', 'kamar', 'panas', 'air', 'kamar', 'sandal', 'kamar', 'suara', 'kamar', 'masuk', 'dalam', 'kamar', 'parkir', 'sempit', 'juru', 'parkir', 'plus', 'kamar', 'bersih', 'kamar', 'mandi', 'oke', 'layan', 'oke']"
b006c0fae1480ef896de5f2458ccef37,"['ac', 'menyala', 'stop', 'kontak']",0,"['ac', 'nyala', 'stop', 'kontak']"
f289e708df5ff9eaf6ed1602ae986d0c,"['hotelnya', 'terawat', 'utk', 'pemesenan', 'via', 'airy', 'gratis', 'snack', 'kamar', 'tp', 'khusus', 'hotel', 'tdk', 'disediakan', 'snack']",0,"['hotel', 'awat', 'utk', 'sen', 'via', 'airy', 'gratis', 'snack', 'kamar', 'tp', 'khusus', 'hotel', 'tdk', 'sedia', 'snack']"
4f8d08ada639e79bdd16d42a7640cdb6,['ganti'],0,['ganti']
8297c54f6bf788707d3b458c6261dd08,"['saluran', 'tv', 'nya', 'hilang', 'hilang']",0,"['salur', 'tv', 'nya', 'hilang', 'hilang']"
9158b24662d4379958756534b0305757,['aja'],0,['aja']
6694a5c31cd7ce7b6b74b3931f1eb6f0,['kamar'],0,['kamar']
42b34d704b0657c40024ec813b36c3a1,"['tempatnya', 'bagus']",0,"['tempat', 'bagus']"
7044dff27c34a80d43dfb9113aaaf94f,"['ngk', 'ad', 'lemari', 'ny']",0,"['ngk', 'ad', 'lemari', 'ny']"
24e3f9f0e90cf4ccb4dece45d8975476,"['room', 'comfort', 'big', 'facilities', 'good', 'strategic', 'place', 'center', 'city']",1,"['room', 'comfort', 'big', 'facilities', 'good', 'strategic', 'place', 'center', 'city']"
57510fb0614846d3cec91036960ccfe0,"['tempatnya', 'nyaman', 'sarung', 'bantal', 'seprei', 'bersih', 'sarung', 'bantal', 'noda', 'darah', 'seprei', 'noda', 'kekuningan']",1,"['tempat', 'nyaman', 'sarung', 'bantal', 'seprei', 'bersih', 'sarung', 'bantal', 'noda', 'darah', 'seprei', 'noda', 'kuning']"
8a2546c637c09bf5684ce763904560f6,"['lift', 'mati', 'tangga', 'lantai']",0,"['lift', 'mati', 'tangga', 'lantai']"
5ee0263630928a90e363b9d8e43f7ec5,"['hotelnya', 'seram']",0,"['hotel', 'seram']"
cf82de3263b1bfafafb864e022d14f1a,"['kamar', 'bersih', 'pelayanan', 'front', 'office', 'nggk', 'banget', 'sebenernya', 'baca', 'petugas', 'front', 'office', 'yg', 'rambut', 'pendek', 'pelayanannya', 'ga', 'senyum', 'ramah', 'senang', 'wanita', 'yg', 'satunya', 'yg', 'foto', 'hotel']",0,"['kamar', 'bersih', 'layan', 'front', 'office', 'nggk', 'banget', 'sebenernya', 'baca', 'tugas', 'front', 'office', 'yg', 'rambut', 'pendek', 'layan', 'ga', 'senyum', 'ramah', 'senang', 'wanita', 'yg', 'satu', 'yg', 'foto', 'hotel']"
fde60e2a71cef16f8fa2841f96e27e99,"['sinyal', 'hape', 'susah', 'dlm', 'kamar', 'tv', 'untung', 'dibantu', 'wifi']",0,"['sinyal', 'hape', 'susah', 'dlm', 'kamar', 'tv', 'untung', 'bantu', 'wifi']"
